,alti,drct,dwpf,feel,gust,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,lat,lon,metar,mslp,p01i,peak_wind_drct,peak_wind_gust,peak_wind_time,relh,sknt,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,snowdepth,station,tmpf,valid,vsby,wxcodes
0,30.09999743220303,0.0,54.47961739825105,57.7,,,,,33.3899,-84.331,KHMP 270015Z AUTO 00000KT 4SM BR CLR 14/14 A3011 RMK AO2 T01430142,1018.399996434302,,,,,94.33298363742708,0.0,CLR,,,,500.0,,,,,HMP,57.7,27-11-2020 00:15,5.300603432288621,BR
6,30.11599794576242,0.0,53.05966989543361,55.4,,,,,33.3899,-84.331,KHMP 270115Z AUTO 00000KT 3 1/2SM BR CLR 13/13 A3012 RMK AO2 T01300129,1018.899996434302,,,,,96.24331773634431,0.0,CLR,,,,500.0,,,,,HMP,55.4,27-11-2020 01:15,4.550471476055293,BR
12,30.118330500112933,0.0,51.13304050118282,53.2,,,,,33.3899,-84.331,KHMP 270215Z AUTO 00000KT 1/2SM FG VV005 12/12 A3014 RMK AO2 T01180117,1018.899996434302,,,,,97.33457460087256,0.0,VV ,,,,500.0,,,,,HMP,53.2,27-11-2020 02:15,2.958529974679331,FG
19,30.111108909792613,0.0,49.83325223675973,51.1,,,,,33.8756,-84.302,KPDK 270301Z 00000KT 1SM BR CLR 11/10 A3010 RMK AO2 T01060100,1019.0,,,,,97.25530617258514,0.0,CLR,,,,200.0,,,,,PDK,51.1,27-11-2020 03:01,2.416837709114251,BR
29,30.10749802760902,0.0,47.76861736506393,48.9,,,,,33.8756,-84.302,KPDK 270401Z 00000KT 4SM BR CLR 09/09 A3010 RMK AO2 T00940094,1019.0,,,,,97.1753953919598,0.0,CLR,,,,210.00106978568627,,,,,PDK,48.9,27-11-2020 04:01,1.453117269230255,BR
46,30.11249815756942,0.0,46.49155215861544,46.9,,,,,33.8756,-84.302,KPDK 270503Z 00000KT 1 1/4SM BR CLR 08/08 A3010 RMK AO2 T00830078,1019.100003565698,,,,,96.96057156951314,0.0,CLR,,,,524.9710219876241,,,,,PDK,46.9,27-11-2020 05:03,2.083435360403195,BR
59,30.11356929268231,0.0,44.77847533175416,46.9,,,,,33.78,-84.52,KFTY 270604Z 00000KT 3/4SM BR VV002 08/07 A3011 RMK AO2 T00830067,1019.0,,,,,95.00821084536818,0.0,VV ,,,,245.44924078372387,,,,,FTY,46.9,27-11-2020 06:04,1.5893724051858078,BR
74,30.11727067610674,0.0,44.40894797582926,46.0,,,,,33.8756,-84.302,KPDK 270700Z 00000KT 7SM CLR 08/07 A3010 RMK AO2 T00780072 $,1019.2,,,,,96.7678497237999,0.0,CLR,,,,212.50167158484072,,,,,PDK,46.0,27-11-2020 07:00,2.909135999377577,
86,30.11845953819061,0.0,42.88444835777335,44.1,,,,,33.78,-84.52,KFTY 270802Z 00000KT 6SM BR CLR 07/06 A3011 RMK AO2 T00670056,1019.4,,,,,96.66895925566291,0.0,CLR,,,,200.0,,,,,FTY,44.1,27-11-2020 08:02,2.076973716693274,BR
100,30.118997817621636,0.0,41.510858850006336,42.1,,,,,33.78,-84.52,KFTY 270907Z 00000KT 1 1/4SM BR FEW002 06/05 A3011 RMK AO2 VIS 3/4V4 T00560050,1019.2000000000002,,,,,96.25069560669456,0.0,FEW,,,,166.66468567625068,,,,,FTY,42.1,27-11-2020 09:07,2.472040620641562,BR
111,30.122497325440406,0.0,40.485513418784265,41.0,,,,,33.78,-84.52,KFTY 271010Z 00000KT 1/2SM FG VV001 05/04 A3011 RMK AO2 T00500039,1019.5,,,,,95.19930562631183,0.0,VV ,,,,150.0,,,,,FTY,41.0,27-11-2020 10:10,3.071414015853932,FG
120,30.143996918643634,12.503343616812597,39.87482390284787,40.3,,,,,33.3899,-84.331,KHMP 271115Z AUTO 00000KT 1 1/4SM BR VV007 05/05 A3015 RMK AO2 T00460046,1020.0,,,,,98.11949712003138,0.7502006170087558,VV ,,,,700.0,,,,,HMP,40.3,27-11-2020 11:15,5.312917952101575,BR
126,30.157997688982725,117.51181411273784,40.64993312766374,39.9,,,,,33.3899,-84.331,KHMP 271215Z AUTO 00000KT 7SM CLR 04/04 A3016 RMK AO2 T00440044,1020.7000000000002,,,,,98.7622376375341,1.5001337446725038,CLR,,,,,,,,,HMP,39.9,27-11-2020 12:15,4.999910836884998,
132,30.182497993829912,0.0,45.399964334753996,44.2,,,,,33.3899,-84.331,KHMP 271315Z AUTO 00000KT 7SM CLR 07/07 A3019 RMK AO2 T00680068,1021.2000000000002,,,,,97.60959430782675,0.0,CLR,,,,,,,,,HMP,44.2,27-11-2020 13:15,9.250066872336252,
137,30.18199788870027,0.0,49.299884449136215,51.8,,,,,33.3899,-84.331,KHMP 271415Z AUTO 00000KT 10SM CLR 11/10 A3019 RMK AO2 T01100102,1021.4,,,,,85.46548652619867,0.0,CLR,,,,,,,,,HMP,51.8,27-11-2020 14:15,10.0,
143,30.17799640508424,187.99469321958944,47.5597840197435,56.7,,,,,33.3899,-84.331,KHMP 271515Z AUTO 00000KT 10SM CLR 14/10 A3020 RMK AO2 T01370100,1020.899996434302,,,,,64.16723120158633,3.0000142655387383,CLR,,,,,,,,,HMP,56.7,27-11-2020 15:15,10.0,
149,30.153996918643635,180.01726130187308,43.21957374570251,63.1,,,,,33.3899,-84.331,KHMP 271615Z AUTO 00000KT 10SM CLR 17/07 A3018 RMK AO2 T01730071,1019.9999964343019,,,,,44.93506640608283,3.0003281073909758,CLR,,,,,,,,,HMP,63.1,27-11-2020 16:15,10.0,
155,30.123996918643634,256.007788984151,40.91961083610323,66.9,,,,,33.3899,-84.331,KHMP 271715Z AUTO 33004KT 10SM CLR 19/07 A3015 RMK AO2 T01940068,1018.8499982171509,,,,,36.777301673347694,4.600165480249362,CLR,,,,,,,,,HMP,66.9,27-11-2020 17:15,10.0,
161,30.11399691864363,254.00804576384826,38.559664189218104,70.0,,,,,33.3899,-84.331,KHMP 271815Z AUTO 34003KT 10SM CLR 21/05 A3013 RMK AO2 T02110049,1018.5499982171511,,,,,31.831639395711775,3.2001740395726044,CLR,,,,,,,,,HMP,70.0,27-11-2020 18:15,10.0,
167,30.09399691864363,256.00850226108787,38.71984336438466,71.4,,,,,33.3899,-84.331,KHMP 271915Z AUTO 00000KT 10SM CLR 22/04 A3011 RMK AO2 T02190037,1018.1499982171512,,,,,31.27394142569794,3.6001797457880995,CLR,,,,,,,,,HMP,71.4,27-11-2020 19:15,10.0,
173,30.09999800282458,126.0246223198619,43.07947616941753,69.8,,,,,33.3899,-84.331,KHMP 272015Z AUTO 00000KT 10SM SCT070 21/05 A3010 RMK AO2 T02100049,1018.5499946514531,,,,,40.957250602719014,1.4002624859127806,SCT,,,,6874.966563831874,,,,,HMP,69.8,27-11-2020 20:15,10.0,
179,30.091997175423334,59.99229660908144,46.798935790810134,64.4,,,,,33.3899,-84.331,KHMP 272115Z AUTO 30003KT 10SM CLR 18/11 A3011 RMK AO2 T01800112,1018.1,,,,,57.14747000670481,0.5999229660908144,CLR,,,,6500.0,,,,,HMP,64.4,27-11-2020 21:15,10.0,
185,30.085996661863938,0.0,49.379259333228724,59.0,,,,,33.3899,-84.331,KHMP 272215Z AUTO 00000KT 10SM CLR 15/12 A3010 RMK AO2 T01500119,1017.7000000000002,,,,,73.6717600821695,0.0,CLR,,,,3800.0,,,,,HMP,59.0,27-11-2020 22:15,10.0,
191,30.073996918643637,62.00972909741937,49.89953351688327,55.6,,,,,33.3899,-84.331,KHMP 272315Z AUTO 00000KT 5SM BR CLR 13/12 A3009 RMK AO2 T01310116,1017.6,,,,,81.57018402544972,0.6000941525556712,CLR,,,,,,,,,HMP,55.6,27-11-2020 23:15,7.200359491576199,BR
197,30.077998402259666,0.0,49.23947559879599,54.5,,,,,33.3899,-84.331,KHMP 280015Z AUTO 00000KT 10SM CLR 12/11 A3008 RMK AO2 T01250111,1018.2000000000002,,,,,82.26208020085878,0.0,CLR,,,,,,,,,HMP,54.5,28-11-2020 00:15,8.80015406781837,
203,30.085997375140874,69.99101271059502,49.73957117790553,53.2,,,,,33.3899,-84.331,KHMP 280115Z AUTO 35003KT 7SM CLR 12/11 A3009 RMK AO2 T01180111,1018.1,,,,,83.56624759269035,0.5999229660908144,CLR,,,,3425.106542322712,,,,,HMP,53.2,28-11-2020 01:15,9.400077033909186,
209,30.083996918643635,0.0,51.099666186393534,56.3,,,,,33.3899,-84.331,KHMP 280215Z AUTO 00000KT 10SM OVC028 14/11 A3010 RMK AO2 T01350112,1017.8,,,,,84.93535956290388,0.0,OVC,,,,2975.0646432583767,,,,,HMP,56.3,28-11-2020 02:15,10.0,
215,30.083996918643635,0.0,51.399627669438935,56.5,,,,,33.3899,-84.331,KHMP 280315Z AUTO 00000KT 10SM OVC026 14/12 A3010 RMK AO2 T01360120,1017.5499982171511,,,,,84.61083995492089,0.0,OVC,,,,3100.0984322172926,5150.109662809151,6000.0,,,HMP,56.5,28-11-2020 03:15,10.0,
221,30.085997945762422,125.98382287907103,50.979618824804916,55.9,,,,,33.3899,-84.331,KHMP 280415Z AUTO 00000KT 10SM BKN043 OVC060 13/12 A3009 RMK AO2 T01330119,1017.6500017828491,,,,,82.67861381760082,1.3998202542119003,BKN,OVC,,,3339.9492146820926,4699.919753196497,7266.373427803799,,,HMP,55.9,28-11-2020 04:15,10.0,
227,30.08142545647212,84.28085262471471,51.614035498858826,57.9,,,,,33.78,-84.52,KFTY 280501Z 00000KT 10SM -RA BKN025 OVC038 14/09 A3006 RMK AO2 RAB0456 P0000 T01440094,1017.5999964343019,,,,,87.38041602135638,0.9999388653407238,BKN,OVC,,,2271.459284316922,4356.99074828823,8666.765733850069,,,FTY,57.9,28-11-2020 05:01,8.42872717639387,#NAME?
235,30.066664566517275,56.65790943997337,52.783182558457455,54.0,,,,,33.8756,-84.302,KPDK 280610Z 00000KT 6SM -RA BR SCT026 BKN033 OVC060 12/10 A3007 RMK AO2 P0002 T01220100,1016.9500053485469,,,,,95.3730150616374,0.6665636404702749,SCT,BKN,OVC,,6982.875857395894,6400.0,6000.0,,,PDK,54.0,28-11-2020 06:10,6.833513629177019,#NAME?
242,30.061665458090136,116.68251685072693,51.18285208211981,54.7,,,,,33.3899,-84.331,KHMP 280715Z AUTO 00000KT 7SM -RA SCT016 BKN060 OVC110 13/12 A3007 RMK AO2 LTG DSNT S T01260123,1017.200003565698,,,,,89.92873586857029,2.1669975392589245,SCT,BKN,OVC,,1766.724123583885,4199.852593288239,6999.803853972254,,,HMP,54.7,28-11-2020 07:15,7.500029719095113,#NAME?
249,30.056664566517274,118.33466078624838,51.116398996683344,52.0,,,,,33.8756,-84.302,KPDK 280814Z AUTO 00000KT 9SM SCT021 BKN030 OVC070 11/09 A3005 RMK AO2 RAB0757E14 P0000 T01110089,1016.8500017828488,,,,,91.13472973454905,2.499791966334209,SCT,BKN,OVC,,2766.732444930517,3560.0102713344177,6100.017118890696,,,PDK,52.0,28-11-2020 08:14,9.83331153933025,
256,30.059996861581475,66.00864491647528,50.319817686414936,53.4,,,,,33.3899,-84.331,KHMP 280915Z AUTO 02003KT 10SM -DZ BKN034 OVC044 12/11 A3007 RMK AO2 T01190109,1016.800003565698,,,,,90.79933108888858,1.9999714689225239,BKN,OVC,,,3740.01198305254,5200.14264826504,,,,HMP,53.4,28-11-2020 09:15,9.399863050828115,#NAME?
262,30.063996918643635,0.0,50.17983566099373,52.3,,,,,33.3899,-84.331,KHMP 281015Z AUTO 00000KT 10SM -RA OVC038 11/11 A3008 RMK AO2 T01130106,1017.199996434302,,,,,94.39771009572176,0.0,OVC,,,,4200.0,7500.0,11500.0,,,HMP,52.3,28-11-2020 10:15,8.999771751380191,#NAME?
268,30.079998145479966,62.01415141442816,49.75982538980585,51.3,,,,,33.3899,-84.331,KHMP 281115Z AUTO 00000KT 10SM BKN110 11/10 A3008 RMK AO2 T01070103,1017.949998217151,,,,,96.58369563046547,1.000228248619809,BKN,,,,7219.96462146393,11000.0,,,,HMP,51.3,28-11-2020 11:15,8.200231101727557,
274,30.089997432203027,134.0254497211087,48.93980085307922,50.2,,,,,33.3899,-84.331,KHMP 281215Z AUTO 00000KT 1 3/4SM BR BKN001 10/10 A3009 RMK AO2 T01010099,1018.2,,,,,95.62736872137977,1.4002767514515186,BKN,,,,3550.4921540656205,,,,,HMP,50.2,28-11-2020 12:15,7.150365911068631,BR
280,30.107998402259664,192.01586327907674,49.41986904235439,50.2,,,,,33.3899,-84.331,KHMP 281315Z AUTO 00000KT 10SM CLR 10/10 A3011 RMK AO2 T01010098,1018.9999964343019,,,,,92.05896746030614,2.8003537853607043,CLR,,,,,,,,,HMP,50.2,28-11-2020 13:15,10.0,
286,30.12599794576242,327.50017832941006,49.95986390676044,52.5,,,,,33.3899,-84.331,KHMP 281415Z AUTO 31003KT 10SM CLR 11/11 A3013 RMK AO2 T01140106,1019.4,,,,,84.90663418879015,4.000057062154952,CLR,,,,,,,,,HMP,52.5,28-11-2020 14:15,10.0,
292,30.12799768898272,353.99948644060544,49.69978173725731,54.5,,,,,33.3899,-84.331,KHMP 281515Z AUTO 36005KT 10SM CLR 12/10 A3014 RMK AO2 T01250104,1019.2,,,,,74.29231586755876,5.200116977417652,CLR,,,,,,,,,HMP,54.5,28-11-2020 15:15,10.0,
298,30.115996661863935,262.50869340371275,49.239626813506604,59.2,,,,,33.3899,-84.331,KHMP 281615Z AUTO 03004KT 10SM CLR 15/10 A3014 RMK AO2 T01510103,1018.4500017828489,,,,,62.38054209047206,4.800097005663419,CLR,,,,,,,,,HMP,59.2,28-11-2020 16:15,10.0,
304,30.101997175423335,99.99286682359654,48.27957174852708,63.7,,,,,33.3899,-84.331,KHMP 281715Z AUTO 00000KT 10SM CLR 18/11 A3012 RMK AO2 T01760106,1018.2,,,,,55.474670822693625,1.9999572033837858,CLR,,,,,,,,,HMP,63.7,28-11-2020 17:15,10.0,
310,30.083996918643635,207.99840225966133,48.43968672876931,64.2,,,,,33.3899,-84.331,KHMP 281815Z AUTO 34003KT 10SM CLR 18/10 A3011 RMK AO2 T01790100,1017.3500017828488,,,,,55.32302985777258,3.400233954835304,CLR,,,,,,,,,HMP,64.2,28-11-2020 18:15,10.0,
316,30.073996918643637,128.00567768441775,47.659544358692706,64.4,,,,,33.3899,-84.331,KHMP 281915Z AUTO 00000KT 10SM CLR 18/10 A3009 RMK AO2 T01800099,1017.100003565698,,,,,52.83493088346482,1.6001512147106236,CLR,,,,,,,,,HMP,64.4,28-11-2020 19:15,10.0,
322,30.073997631920573,120.02325282814306,48.79956918073011,64.9,,,,,33.3899,-84.331,KHMP 282015Z AUTO 00000KT 10SM CLR 18/10 A3009 RMK AO2 T01830103,1017.4500017828489,,,,,56.87922609452346,2.4004622034551133,CLR,,,,,,,,,HMP,64.9,28-11-2020 20:15,10.0,
328,30.079998145479966,130.02525000356638,51.45927901967218,62.1,,,,,33.3899,-84.331,KHMP 282115Z AUTO 00000KT 10SM CLR 17/13 A3009 RMK AO2 T01670131,1017.7500017828489,,,,,72.29580721550948,2.2003880226536756,CLR,,,,,,,,,HMP,62.1,28-11-2020 21:15,10.0,
334,30.083997631920575,187.99469321958944,50.81936118917531,57.2,,,,,33.3899,-84.331,KHMP 282215Z AUTO 00000KT 10SM CLR 14/12 A3009 RMK AO2 T01400123,1017.9500017828489,,,,,79.49569137933494,2.8000399435084664,CLR,,,,,,,,,HMP,57.2,28-11-2020 22:15,10.0,
340,30.109998145479967,243.98293841566928,49.0196122626571,57.6,,,,,33.3899,-84.331,KHMP 282315Z AUTO 31003KT 10SM CLR 14/10 A3012 RMK AO2 T01420103,1019.0999964343019,,,,,77.470757500107,2.3998630508281145,CLR,,,,,,,,,HMP,57.6,28-11-2020 23:15,10.0,
346,30.109997432203027,60.00941525556713,49.119663618596554,53.6,,,,,33.3899,-84.331,KHMP 290015Z AUTO 00000KT 10SM CLR 12/11 A3013 RMK AO2 T01200105,1018.8999928686042,,,,,88.02674103767531,0.6000941525556712,CLR,,,,,,,,,HMP,53.6,29-11-2020 00:15,10.0,
352,30.117997688982726,0.0,48.67972011012996,51.3,,,,,33.3899,-84.331,KHMP 290115Z AUTO 00000KT 10SM CLR 11/10 A3012 RMK AO2 T01070103,1019.299996434302,,,,,90.9367023780653,0.0,CLR,,,,,,,,,HMP,51.3,29-11-2020 01:15,10.0,
358,30.12799768898272,0.0,48.21977916946033,50.2,,,,,33.3899,-84.331,KHMP 290215Z AUTO 00000KT 10SM CLR 10/10 A3014 RMK AO2 T01010099,1019.5499946514531,,,,,93.9231549665473,0.0,CLR,,,,,,,,,HMP,50.2,29-11-2020 02:15,9.400077033909186,
364,30.12799768898272,9.998716101513574,48.25982538980585,48.69,,,,,33.3899,-84.331,KHMP 290315Z AUTO 05003KT 10SM CLR 10/09 A3014 RMK AO2 T00970095,1019.449994651453,,,,,96.9296473558824,0.5999229660908144,CLR,,,,,,,,,HMP,49.5,29-11-2020 03:15,9.000014265538738,
370,30.121997175423328,19.99743220302715,47.73982795760282,49.6,,,,,33.3899,-84.331,KHMP 290415Z AUTO 00000KT 5SM BR CLR 10/10 A3014 RMK AO2 T00980095,1019.099992868604,,,,,96.15952510021542,0.5999229660908144,CLR,,,,,,,,,HMP,49.6,29-11-2020 04:15,7.0002710452360235,BR
376,30.117996975705783,0.0,47.75982538980585,49.5,,,,,33.3899,-84.331,KHMP 290515Z AUTO 00000KT 10SM CLR 10/09 A3013 RMK AO2 T00970094,1018.749991085755,,,,,96.06557468722806,0.0,CLR,,,,,,,,,HMP,49.5,29-11-2020 05:15,9.200045649723961,
382,30.105997232485482,11.998459321816288,47.67983566099373,48.7,,,,,33.3899,-84.331,KHMP 290615Z AUTO 00000KT 7SM BR CLR 09/09 A3013 RMK AO2 T00930091,1018.399996434302,,,,,94.21117776287821,0.5999229660908144,CLR,,,,1100.0,,,,,HMP,48.7,29-11-2020 06:15,8.200231101727557,BR
388,30.102854915786146,39.993071334685105,49.85679263931202,52.0,,,,,33.3899,-84.331,KHMP 290715Z AUTO 08004KT 2SM BR BKN002 OVC011 11/11 A3012 RMK AO2 VIS 1V3 1/2 T01110110,1018.6499982171512,,,,,95.48376399743232,1.7139887714865043,BKN,OVC,,,333.3523537803138,1100.0,,,,HMP,52.0,29-11-2020 07:15,5.393451392356052,BR
398,30.098568939517442,51.4206675904793,50.113851075970004,52.9,,,,,33.3899,-84.331,KHMP 290815Z AUTO 11005KT 1/2SM FG OVC002 12/12 A3013 RMK AO2 T01160115,1018.299996434302,,,,,95.24509007173134,2.4282788555591783,OVC,,,,428.6069448972938,1100.0,,,,HMP,52.9,29-11-2020 08:15,5.214959651124878,FG
408,30.089997771140727,63.99178304968687,51.22478134890564,52.0,,,,,33.6301,-84.4418,KATL 290901Z 09005KT 1/2SM R09R/1400V2000FT FG VV002 11/11 A3007 RMK AO2 T01110106,1018.299996434302,,,,,98.02604243748048,3.1248072036731602,VV ,,,,212.50211741630633,,,,,ATL,52.0,29-11-2020 09:01,2.7815138412160656,FG
419,30.099997771140732,45.99409406696244,51.512284580751576,53.1,,,,,33.6301,-84.4418,KATL 291010Z 08005KT 1/2SM R09R/2000V2400FT FG VV002 12/11 A3008 RMK AO2 T01170111,1018.799996434302,,,,,98.8711403735568,2.7498417509918425,VV ,,,,225.00334328890474,,,,,ATL,53.1,29-11-2020 10:10,3.3439798511122008,FG
430,30.101426868408982,46.65834551787264,51.21390187987162,53.8,,,,,33.3899,-84.331,KHMP 291115Z AUTO 09007KT 2SM BR OVC002 12/12 A3011 RMK AO2 T01210120,1018.949994651453,,,,,95.84800621529371,3.142370981710734,OVC,,,,285.727240307708,,,,,HMP,53.8,29-11-2020 11:15,5.571878343267614,BR
438,30.11166426932633,97.99740367194967,52.48311955397582,51.1,,,,,33.8756,-84.302,KPDK 291207Z VRB04KT 4SM BR OVC002 11/11 A3010 RMK AO2 T01060106,1019.199989302906,,,,,98.2715111565483,5.666420988813733,OVC,,,,333.3246157321002,,,,,PDK,51.1,29-11-2020 12:07,5.999631483220599,BR
446,30.11076739503728,77.99733262964205,51.92296314989659,53.1,,,,,33.78,-84.52,KFTY 291300Z 06004KT 2 1/2SM BR OVC004 12/11 A3010 RMK AO2 T01170106,1019.649987520057,,,,,97.24304077814777,5.230651912727193,OVC,,,,338.45204329626563,,,,,FTY,53.1,29-11-2020 13:00,4.768837880392146,BR
461,30.138330975618455,79.99543502760382,52.14989122811188,52.0,,,,,33.8756,-84.302,KPDK 291406Z 00000KT 6SM BR OVC003 11/11 A3012 RMK AO2 T01110106,1020.0999893029059,,,,,94.32347879839755,5.19968901125551,OVC,,,,566.6349662985461,1400.0,,,,PDK,52.0,29-11-2020 14:06,8.666444764089823,BR
468,30.134996909250848,103.99863050828114,51.69990014502746,55.9,,,,,33.6301,-84.4418,KATL 291511Z 11009KT 1/4SM R09R/P6000FT BR OVC004 13/11 A3011 RMK AO2 SFC VIS 1 TWRINC T01330111,1020.049991085755,,,,,90.08677539763677,6.166543829200447,OVC,,,,866.6210979291981,1700.0,2000.0,,,ATL,55.9,29-11-2020 15:11,10.0,BR
477,30.128330381236548,125.99922966090814,51.59985734834346,55.9,,,,,33.6301,-84.4418,KATL 291615Z 12008KT 7SM OVC012 13/11 A3012 RMK AO2 T01330106,1019.6999857372081,,,,,89.2963597674778,6.3332461573210015,OVC,,,,900.0047550552181,,,,,ATL,55.9,29-11-2020 16:15,10.0,
485,30.081996462146396,107.99897288121086,52.459876745745305,55.9,,,,,33.6301,-84.4418,KATL 291713Z 12007KT 10SM OVC009 13/11 A3008 RMK AO2 T01330111,1017.649987520057,,,,,91.61972039544074,6.39974892651821,OVC,,,,680.0168333357109,,,,,ATL,55.9,29-11-2020 17:13,9.599937231629552,
492,30.029995435027608,100.00089163115003,52.75990242371503,55.8,,,,,33.3899,-84.331,KHMP 291815Z AUTO 10009KT 10SM OVC006 13/12 A3007 RMK AO2 T01320119,1015.6999928686039,,,,,90.62985106777558,6.799783163811181,OVC,,,,680.0025677969728,,,,,HMP,55.8,29-11-2020 18:15,10.0,
498,29.995996661863938,109.99857344612619,53.51994607626357,55.8,,,,,33.3899,-84.331,KHMP 291915Z AUTO 11006KT 10SM -RA OVC008 13/12 A3002 RMK AO2 T01320120,1014.799992868604,,,,,94.34406268277722,6.1999315254140575,OVC,,,,659.9851638397124,,,,,HMP,55.8,29-11-2020 19:15,8.799968615814777,#NAME?
505,29.975997803107038,75.99666186393529,54.099987161015136,55.2,,,,,33.3899,-84.331,KHMP 292015Z AUTO 11007KT 5SM -RA BR OVC006 13/12 A2999 RMK AO2 T01290123,1014.4499839543589,,,,,96.72794362259093,4.9996433615315485,OVC,,,,620.0045649723962,1100.0,,,,HMP,55.2,29-11-2020 20:15,4.19998858756901,#NAME?
511,29.963331114333943,88.00028530670471,54.149975036256855,55.0,,,,,33.3899,-84.331,KHMP 292115Z AUTO 09008KT 7SM -RA BR OVC004 13/12 A2997 RMK AO2 T01280124,1014.099992868604,,,,,96.39480587717837,4.833087658400894,OVC,,,,633.3753358217826,5550.0,7000.0,,,HMP,55.0,29-11-2020 21:15,4.749946506264711,#NAME?
518,29.938567833307864,79.99704518824188,54.15711243568191,55.0,,,,,33.3899,-84.331,KHMP 292215Z AUTO 10005KT 2SM +RA BR OVC006 13/12 A2998 RMK AO2 P0004 T01280125,1012.8999857372081,,,,,96.70406072647613,5.142788730959295,OVC,,,,657.1684752152428,2700.028525075324,7166.658742987544,,,HMP,55.0,29-11-2020 22:15,4.50024963064853,#NAME?
526,29.943996918643634,102.50156035451255,54.13998202542118,54.9,,,,,33.3899,-84.331,KHMP 292315Z AUTO 13005KT 3 1/2SM RA BR OVC003 13/12 A2997 RMK AO2 P0008 T01270124,1013.099992868604,,,,,97.98600322401175,4.199902994336581,OVC,,,,420.0245367266295,1200.0,,,,HMP,54.9,29-11-2020 23:15,3.6001226836331472,RA BR
532,29.895995805931612,84.99955418442498,53.83995634745146,54.7,,,,,33.3899,-84.331,KHMP 300015Z AUTO 09007KT 3SM RA BR BKN003 BKN037 OVC055 13/12 A2993 RMK AO2 P0008 T01260123,1011.2999750401141,,,,,96.89970541662507,7.199888728797843,BKN,BKN,OVC,,460.03224011754804,2300.0891631150025,5049.99554184425,,,HMP,54.7,30-11-2020 00:15,4.70028103111314,RA BR
538,29.845997945762424,79.99821673769995,53.779976889827246,54.5,,,,,33.3899,-84.331,KHMP 300115Z AUTO 09011KT 3 1/2SM +RA BR BKN003 BKN012 OVC048 12/12 A2987 RMK AO2 P0008 T01250122,1010.049991085755,,,,,97.40789255196222,7.9996433475399895,BKN,BKN,OVC,,480.02253955120614,1250.0089155165651,4800.0,,,HMP,54.5,30-11-2020 01:15,3.399912980213698,#NAME?
544,29.819997464101185,129.9922731271249,53.333285256918245,55.0,,,,,33.78,-84.52,KFTY 300202Z 08006KT 4SM RA BR BKN007 OVC013 13/12 A2982 RMK AO2 P0003 T01280117,1008.7499803886612,,,,,97.82658271784956,5.111048594161093,BKN,OVC,,,577.7863188258789,2040.0017115472388,3100.039222677839,,,FTY,55.0,30-11-2020 02:02,3.4443845690556945,RA BR
556,29.771662605057003,107.99768898272443,53.73334839100819,54.5,,,,,33.3899,-84.331,KHMP 300315Z AUTO 18008KT 080V190 4SM RA BR BKN005 BKN013 OVC020 12/12 A2983 RMK AO2 P0005 T01250121,1006.8999893029062,,,,,98.73852831041,6.833157000035663,BKN,BKN,OVC,,516.6700348307795,2040.1360932395612,2866.8251741601084,,,HMP,54.5,30-11-2020 03:15,4.250056466280714,RA BR
563,29.72599666186393,52.49531893646236,53.520018830511134,54.1,,,,,33.3899,-84.331,KHMP 300415Z AUTO 07006KT 3SM +RA BR OVC005 12/12 A2976 RMK AO2 VIS 1 1/2V5 P0006 T01230120,1005.6499946514531,,,,,98.04802408022938,4.399720395440734,OVC,,,,619.998858756901,1400.0,,,,HMP,54.1,30-11-2020 04:15,3.200017118646486,#NAME?
569,29.677497570586716,66.66607229889567,53.27500601781273,54.0,,,,,33.78,-84.52,KFTY 300505Z 04003KT 2 1/2SM RA BR OVC007 12/12 A2969 RMK AO2 P0003 T01220122 $,1003.699989302906,,,,,98.28381877022653,4.6249164192676995,OVC,,,,662.4889673433363,1339.987161198288,1900.0,,,FTY,54.0,30-11-2020 05:05,4.0000222881952805,RA BR
578,29.62428344354666,59.99757485841453,52.98319305753685,52.0,,,,,33.8756,-84.302,KPDK 300608Z VRB03KT 2SM +RA BR BKN005 OVC010 11/11 A2962 RMK AO2 PRESFR P0008 T01110111,1002.0999857372082,,,,,98.73332524964337,4.0000101892136986,BKN,OVC,,,500.0050946068492,1066.6539869716132,,,,PDK,52.0,30-11-2020 06:08,6.571268455213311,#NAME?
587,29.61110863690755,104.43549856962858,53.87486625294243,,16.0,,,,33.78,-84.52,KFTY 300714Z 01004KT 2 1/2SM +RA SCT006 BKN011 OVC027 12/ A2960 RMK AO2 P0010 T0122 $,1002.050001782849,,,,,99.00257115343462,2.9998256611010294,SCT,BKN,OVC,,566.690176003043,1216.703314989362,2275.113662702587,,,FTY,54.0,30-11-2020 07:14,6.500055471467855,#NAME?
598,29.612854202541186,235.71115617007837,53.89972895863052,56.3,18.50008915516565,,,,33.3899,-84.331,KHMP 300815Z AUTO 25009KT 10SM OVC006 14/13 A2963 RMK AO2 T01350133,1002.1500053485469,,,,,98.28857750832145,6.571186941503724,OVC,,,,571.4182366546773,1125.0031200413628,1600.0,,,HMP,56.3,30-11-2020 08:15,7.142618424136209,
