,alti,drct,dwpf,feel,gust,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,lat,lon,metar,mslp,p01i,peak_wind_drct,peak_wind_gust,peak_wind_time,relh,sknt,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,snowdepth,station,tmpf,valid,vsby,wxcodes
14514,30.043330044459235,281.66757804141605,48.44948527139156,62.1,17.667023274611893,,,,33.78,-84.52,KFTY 221900Z 31008G18KT 270V340 10SM SCT026 BKN033 OVC042 17/09 A3003 RMK AO2 T01670094,1016.449998217151,,,,,62.79871056322959,9.667031216566416,SCT,BKN,OVC,,2466.7173866527187,3050.0445775828252,3966.722137694941,,,FTY,62.1,22-02-2021 19:00,10.0,
14522,30.03599737514087,290.0014265538738,44.039451347380144,61.5,17.0,,,,33.3899,-84.331,KHMP 222015Z AUTO 29006G14KT 10SM SCT027 BKN039 BKN045 16/10 A3005 RMK AO2 T01640096,1016.3499982171509,,,,,50.855115764846865,9.40003423729297,SCT,BKN,BKN,,3200.0,3900.0,4500.0,,,HMP,61.5,22-02-2021 20:15,10.0,
14528,30.03599737514087,274.00005706215495,39.65953009315397,64.6,19.499982171510073,,,,33.3899,-84.331,KHMP 222115Z AUTO 25010KT 220V310 10SM SCT047 18/06 A3005 RMK AO2 T01810064,1016.2499982171511,,,,,42.09950840953508,10.200202570650081,SCT,,,,4700.0,5500.0,,,,HMP,64.6,22-02-2021 21:15,10.0,
14534,30.039998145479966,288.0009700566342,34.97951896603375,63.5,17.000285306704708,,,,33.3899,-84.331,KHMP 222215Z AUTO 28008G15KT 250V310 10SM CLR 17/03 A3005 RMK AO2 T01750031,1016.5999964343019,,,,,37.39164795503502,8.400248220374042,CLR,,,,,,,,,HMP,63.5,22-02-2021 22:15,10.0,
14540,30.047998402259662,294.00148361602874,34.239535514058694,60.3,17.0,,,,33.3899,-84.331,KHMP 222315Z AUTO 28005KT 10SM CLR 16/03 A3006 RMK AO2 T01570028,1016.9999964343019,,,,,41.481619423957554,6.600350932252956,CLR,,,,,,,,,HMP,60.3,22-02-2021 23:15,10.0,
14546,30.063997631920568,313.99820254211903,32.95950584173812,54.5,,,,,33.3899,-84.331,KHMP 230015Z AUTO 32003KT 10SM CLR 12/03 A3007 RMK AO2 T01250034,1017.4999964343019,,,,,45.15336680979757,4.40019115821909,CLR,,,,,,,,,HMP,54.5,23-02-2021 00:15,10.0,
14552,30.071997888700267,240.00627683704474,30.519762050813853,49.8,,,,,33.3899,-84.331,KHMP 230115Z AUTO 00000KT 10SM CLR 10/01 A3008 RMK AO2 T00990012,1017.949998217151,,,,,46.36773777086692,3.200088446340176,CLR,,,,,,,,,HMP,49.8,23-02-2021 01:15,10.0,
14558,30.083997631920575,246.0076463287636,29.659742649681167,50.7,,,,,33.3899,-84.331,KHMP 230215Z AUTO 31003KT 10SM CLR 10/M01 A3009 RMK AO2 T01041015,1018.3499982171509,,,,,49.761312714874684,3.2002025706500805,CLR,,,,,,,,,HMP,50.7,23-02-2021 02:15,10.0,
14564,30.091996604801782,230.00342372929714,29.51956090671764,43.3,,,,,33.3899,-84.331,KHMP 230315Z AUTO 00000KT 10SM CLR 06/00 A3011 RMK AO2 T00630003,1018.1499982171512,,,,,54.758385283670236,3.000171186464857,CLR,,,,,,,,,HMP,43.3,23-02-2021 03:15,10.0,
14570,30.08199603418023,116.00108418094409,29.53962253384499,43.9,,,,,33.3899,-84.331,KHMP 230415Z AUTO 00000KT 10SM CLR 07/M01 A3011 RMK AO2 T00661008,1017.8,,,,,60.86434128874877,1.6000798870169333,CLR,,,,,,,,,HMP,43.9,23-02-2021 04:15,10.0,
14576,30.077997118361182,112.00102711878914,30.49977745759569,37.4,,,,,33.3899,-84.331,KHMP 230515Z AUTO 00000KT 10SM CLR 03/00 A3009 RMK AO2 T00300001,1018.0499982171511,,,,,71.39062682777215,1.6000798870169333,CLR,,,,,,,,,HMP,37.4,23-02-2021 05:15,10.0,
14582,30.085996804519322,265.9983737285839,29.539979172313444,37.93,,,,,33.3899,-84.331,KHMP 230615Z AUTO 29004KT 10SM CLR 05/M01 A3010 RMK AO2 T00501010,1018.050001782849,,,,,65.64422431133113,3.1999743220302714,CLR,,,,,,,,,HMP,41.0,23-02-2021 06:15,10.0,
14588,30.08199660480178,247.99740367194968,28.77998544915049,36.41,,,,,33.3899,-84.331,KHMP 230715Z AUTO 26004KT 10SM CLR 04/M01 A3010 RMK AO2 T00431015,1017.9000035656981,,,,,65.58204296780268,3.600051355939457,CLR,,,,,,,,,HMP,39.7,23-02-2021 07:15,10.0,
14594,30.08199660480178,249.9978601691893,28.67991982767229,34.86,,,,,33.3899,-84.331,KHMP 230815Z AUTO 27003KT 10SM CLR 03/M01 A3010 RMK AO2 T00301012,1017.8,,,,,68.47770709995864,3.0,CLR,,,,,,,,,HMP,37.4,23-02-2021 08:15,10.0,
14600,30.08199660480178,102.01942966376126,29.419903279647357,35.4,,,,,33.3899,-84.331,KHMP 230915Z AUTO 00000KT 10SM CLR 02/M02 A3010 RMK AO2 T00191016,1017.8500017828488,,,,,80.34081655943737,1.4002624859127806,CLR,,,,,,,,,HMP,35.4,23-02-2021 09:15,10.0,
14606,30.08799654773963,104.01988616100087,29.239875033880654,31.8,,,,,33.3899,-84.331,KHMP 231015Z AUTO 00000KT 10SM CLR 00/M01 A3010 RMK AO2 T10011008,1018.2499982171511,,,,,85.22221030257208,1.2002311017275566,CLR,,,,,,,,,HMP,31.8,23-02-2021 10:15,10.0,
14612,30.10599680451932,94.00219689296566,28.79993152541406,30.6,,,,,33.3899,-84.331,KHMP 231115Z AUTO 00000KT 10SM CLR M01/M02 A3012 RMK AO2 T10081016,1018.9500017828489,,,,,85.7823424014608,1.4000485028317093,CLR,,,,,,,,,HMP,30.6,23-02-2021 11:15,10.0,
14618,30.12199660480178,100.01925847729639,29.279921254226164,30.2,,,,,33.3899,-84.331,KHMP 231215Z AUTO 00000KT 10SM CLR M01/M01 A3013 RMK AO2 T10101013,1019.5999964343019,,,,,86.00624374099488,1.6003081356367423,CLR,,,,,,,,,HMP,30.2,23-02-2021 12:15,10.0,
14624,30.13799583446269,228.00182598895847,31.37970869769897,33.26,,,,,33.3899,-84.331,KHMP 231315Z AUTO 22003KT 10SM CLR 02/00 A3015 RMK AO2 T00220004,1019.9,,,,,69.4364176379121,3.8000256779697286,CLR,,,,,,,,,HMP,36.0,23-02-2021 13:15,10.0,
14630,30.137494873486563,235.0000891567554,31.049654963356573,41.12,,,,,33.3899,-84.331,KHMP 231415Z AUTO 23005KT 10SM CLR 07/01 A3017 RMK AO2 T00690006,1019.7,,,,,53.39378256450491,6.500133735133111,CLR,,,,,,,,,HMP,44.4,23-02-2021 14:15,10.0,
14635,30.100000356569797,250.00035656979853,30.450016045640933,57.9,,,,,33.6301,-84.4418,KATL 231552Z 28012KT 10SM CLR 14/M01 A3012 RMK AO2 SLP199 T01441011,1019.3,,,,,36.949955072205384,6.499982171510073,CLR,,,,,,,,,ATL,57.9,23-02-2021 15:52,10.0,
14638,30.085000178284897,294.9998217151007,29.899964343020144,63.0,18.0,,,,33.6301,-84.4418,KATL 231652Z 26009G19KT 10SM CLR 17/M01 A3010 RMK AO2 SLP192 T01721011,1018.6499982171512,,,,,29.224902834729896,11.500017828489927,CLR,,,,,,,,,ATL,63.0,23-02-2021 16:52,10.0,
14641,30.065000178284897,289.99964343020144,29.449948297379212,66.9,18.499982171510073,,,,33.6301,-84.4418,KATL 231752Z 26008KT 10SM CLR 19/M01 A3007 RMK AO2 SLP182 T01941011 10200 20044 58015,1018.0,,,,,26.279912283829557,9.500017828489927,CLR,,,,,,,,,ATL,66.9,23-02-2021 17:52,10.0,
14644,30.030000000000005,295.00053485469783,30.449983954359066,69.1,16.999964343020146,,,,33.6301,-84.4418,KATL 231852Z 32011G18KT 10SM CLR 21/M02 A3004 RMK AO2 SLP172 T02061017,1016.9,,,,,25.98493349973257,9.000071313959708,CLR,,,,,,,,,ATL,69.1,23-02-2021 18:52,10.0,
14647,30.0250001782849,290.0,27.94996612586914,69.1,22.0,,,,33.6301,-84.4418,KATL 231952Z 31013G20KT 10SM CLR 21/M02 A3003 RMK AO2 SLP169 T02061022,1016.7,,,,,22.24493920484935,12.499982171510073,CLR,,,,,,,,,ATL,69.1,23-02-2021 19:52,10.0,
14650,30.0150001782849,265.0001782848993,28.999964343020146,70.0,17.999893029060438,,,,33.6301,-84.4418,KATL 232052Z 27010KT 10SM CLR 21/M02 A3003 RMK AO2 SLP167 T02111017 56015,1016.4,,,,,22.7599515065074,9.999857372080585,CLR,,,,,,,,,ATL,70.0,23-02-2021 20:52,10.0,
14653,30.02,290.00035656979856,27.94996612586914,69.1,,,,,33.6301,-84.4418,KATL 232152Z 29012G17KT 10SM CLR 21/M02 A3003 RMK AO2 SLP169 T02061017,1016.5499946514531,,,,,22.24493920484935,10.999964343020146,CLR,,,,,,,,,ATL,69.1,23-02-2021 21:52,10.0,
14656,30.035000178284903,275.0001782848993,28.999964343020146,66.9,,,,,33.6301,-84.4418,KATL 232252Z 27008KT 10SM CLR 19/M02 A3004 RMK AO2 SLP172 T01941017,1016.9999964343019,,,,,24.969932964877877,8.499982171510073,CLR,,,,,,,,,ATL,66.9,23-02-2021 22:52,10.0,
14659,30.05,139.99500802282046,30.9,63.0,,,,,33.6301,-84.4418,KATL 232352Z 26005KT 10SM CLR 17/M02 A3006 RMK AO2 SLP180 T01721017 10217 20167 53011,1017.7499946514531,,,,,31.339978249242286,1.9999286860402923,CLR,,,,,,,,,ATL,63.0,23-02-2021 23:52,10.0,
14662,30.069999999999997,0.0,32.00003922267784,59.0,,,,,33.6301,-84.4418,KATL 240052Z 00000KT 10SM CLR 15/M01 A3007 RMK AO2 SLP185 T01501011,1018.4999964343019,,,,,40.890143697628815,0.0,CLR,,,,,,,,,ATL,59.0,24-02-2021 00:52,10.0,
14665,30.069999999999997,0.0,34.0,57.0,,,,,33.6301,-84.4418,KATL 240152Z 18003KT 10SM CLR 14/M01 A3008 RMK AO2 SLP188 T01391006,1018.6999928686039,,,,,52.890038509538236,0.0,CLR,,,,,,,,,ATL,57.0,24-02-2021 01:52,10.0,
14668,30.079999999999995,0.0,35.950069531110714,54.0,,,,,33.6301,-84.4418,KATL 240252Z 23004KT 10SM CLR 12/M01 A3009 RMK AO2 SLP188 T01221006 51009,1018.899996434302,,,,,65.6702677839187,0.0,CLR,,,,,,,,,ATL,54.0,24-02-2021 02:52,10.0,
14671,30.0950001782849,0.0,35.000035656979854,53.1,,,,,33.6301,-84.4418,KATL 240352Z 25004KT 10SM FEW250 12/00 A3010 RMK AO2 SLP190 T01170000,1019.1999928686039,,,,,66.5150493849171,0.0,FEW,,,,,,,,,ATL,53.1,24-02-2021 03:52,10.0,
14674,30.0950001782849,0.0,35.000035656979854,51.1,,,,,33.6301,-84.4418,KATL 240452Z 22003KT 10SM FEW250 11/00 A3010 RMK AO2 SLP191 T01060000 402170044,1019.0499946514531,,,,,73.21010376181137,0.0,FEW,,,,,,,,,ATL,51.1,24-02-2021 04:52,10.0,
14677,30.090000000000003,0.0,34.550051702620785,50.0,,,,,33.6301,-84.4418,KATL 240552Z 00000KT 10SM FEW250 10/00 A3009 RMK AO2 SLP187 T01000000 10172 20100 50001,1018.8499946514531,,,,,82.43999215546444,0.0,FEW,,,,,,,,,ATL,50.0,24-02-2021 05:52,10.0,
14680,30.079999999999995,0.0,34.55001961133892,44.69,,,,,33.6301,-84.4418,KATL 240652Z 23003KT 10SM FEW250 08/01 A3008 RMK AO2 SLP184 T00780006,1018.4999964343019,,,,,80.70995114993761,0.0,FEW,,,,,,,,,ATL,46.0,24-02-2021 06:52,10.0,
14683,30.085000178284897,0.0,34.55001961133892,44.82,,,,,33.6301,-84.4418,KATL 240752Z 25004KT 10SM FEW015 FEW250 08/01 A3009 RMK AO2 SLP187 FU FEW015 T00830006,1018.8499982171509,,,,,82.44001283651275,0.0,FEW,FEW,,,,,,,,ATL,46.9,24-02-2021 07:52,10.0,
14686,30.0950001782849,0.0,34.100035656979856,45.72,,,,,33.6301,-84.4418,KATL 240852Z 26003KT 10SM FEW015 FEW250 08/00 A3010 RMK AO2 SLP189 FU FEW015 T00830000 53002,1018.9999964343019,,,,,85.7000021394188,0.0,FEW,FEW,,,,,,,,ATL,46.9,24-02-2021 08:52,10.0,
14689,30.115000178284898,0.0,34.100035656979856,43.55,,,,,33.6301,-84.4418,KATL 240952Z 26003KT 10SM CLR 07/01 A3011 RMK AO2 SLP194 T00720006,1019.6499982171512,,,,,92.79013193082545,0.0,CLR,,,,,,,,,ATL,45.0,24-02-2021 09:52,10.0,
14692,30.1250001782849,0.0,33.55001604564093,45.0,,,,,33.6301,-84.4418,KATL 241052Z 00000KT 10SM CLR 07/00 A3013 RMK AO2 SLP200 T00720000,1020.2499982171511,,,,,90.72005812087716,0.0,CLR,,,,,,,,,ATL,45.0,24-02-2021 10:52,10.0,
14695,30.13,0.0,33.1,42.52,,,,,33.6301,-84.4418,KATL 241152Z 21003KT 10SM CLR 07/01 A3013 RMK AO2 SLP204 T00670006 10111 20056 51012,1020.5999964343019,,,,,94.39007380994829,0.0,CLR,,,,,,,,,ATL,44.1,24-02-2021 11:52,10.0,
14698,30.15,0.0,34.549980388661076,46.0,,,,,33.6301,-84.4418,KATL 241252Z 00000KT 10SM CLR 08/01 A3015 RMK AO2 SLP211 T00780006,1021.3499982171509,,,,,90.9400502763416,0.0,CLR,,,,,,,,,ATL,46.0,24-02-2021 12:52,10.0,
14701,30.175000178284904,100.00356569798538,37.999964343020146,55.0,,,,,33.6301,-84.4418,KATL 241352Z 24004KT 10SM CLR 13/01 A3017 RMK AO2 SLP217 T01280006,1021.949998217151,,,,,72.11004492779462,1.5000534854697807,CLR,,,,,,,,,ATL,55.0,24-02-2021 13:52,10.0,
14704,30.165000178284902,234.99910857550364,35.1,63.0,,,,,33.6301,-84.4418,KATL 241452Z 29006KT 10SM CLR 17/00 A3017 RMK AO2 SLP215 T01720000 50012,1021.5499982171511,,,,,46.14008949901943,4.0,CLR,,,,,,,,,ATL,63.0,24-02-2021 14:52,10.0,
14707,30.159999999999997,260.0,35.000035656979854,66.9,,,,,33.6301,-84.4418,KATL 241552Z 26007KT 10SM CLR 19/00 A3016 RMK AO2 SLP212 T01940000,1021.0499946514531,,,,,35.120049919771795,4.999928686040293,CLR,,,,,,,,,ATL,66.9,24-02-2021 15:52,10.0,
14710,30.14,215.00017828489928,31.999928686040292,68.0,14.0,,,,33.6301,-84.4418,KATL 241652Z 22012G20KT 10SM CLR 20/M02 A3015 RMK AO2 SLP207 T02001017,1020.399996434302,,,,,26.779905152433585,10.0,CLR,,,,,,,,,ATL,68.0,24-02-2021 16:52,10.0,
14713,30.11,214.9994651453022,31.549944731681226,70.0,16.0,,,,33.6301,-84.4418,KATL 241752Z 21014G19KT 10SM CLR 21/M02 A3012 RMK AO2 SLP196 T02111017 10217 20067 58018,1019.449994651453,,,,,24.419932251738278,11.499982171510073,CLR,,,,,,,,,ATL,70.0,24-02-2021 17:52,10.0,
14716,30.069999999999997,230.0,29.899964343020144,70.0,17.0,,,,33.6301,-84.4418,KATL 241852Z 21009G21KT 10SM CLR 21/M02 A3008 RMK AO2 SLP183 T02111017,1017.9999964343019,,,,,22.049953289356388,9.499946514530219,CLR,,,,,,,,,ATL,70.0,24-02-2021 18:52,10.0,
14719,30.05,210.0,29.44998038866108,73.0,,,,,33.6301,-84.4418,KATL 241952Z 25011G18KT 10SM CLR 23/M02 A3006 RMK AO2 SLP179 T02281017,1017.399996434302,,,,,21.319957211624175,8.000071313959708,CLR,,,,,,,,,ATL,73.0,24-02-2021 19:52,10.0,
14722,30.040000000000003,199.99964343020147,30.999925120342304,72.0,,,,,33.6301,-84.4418,KATL 242052Z 23011G17KT 10SM CLR 22/M02 A3005 RMK AO2 SLP174 T02221017 56022,1017.099992868604,,,,,22.824903547869496,9.999928686040292,CLR,,,,,,,,,ATL,72.0,24-02-2021 20:52,10.0,
14725,30.035000178284903,204.99982171510072,31.549944731681226,72.0,,,,,33.6301,-84.4418,KATL 242152Z 24011KT 10SM CLR 22/M02 A3005 RMK AO2 SLP173 T02221017,1017.0999964343019,,,,,23.609931538598683,8.500053485469781,CLR,,,,,,,,,ATL,72.0,24-02-2021 21:52,10.0,
14728,30.040000000000003,220.0,31.549944731681226,70.0,,,,,33.6301,-84.4418,KATL 242252Z 21007G17KT 10SM CLR 21/M02 A3005 RMK AO2 SLP173 T02111022,1017.249991085755,,,,,25.9048793011232,7.499982171510073,CLR,,,,,,,,,ATL,70.0,24-02-2021 22:52,10.0,
14731,30.05,204.99982171510072,31.549944731681226,66.0,,,,,33.6301,-84.4418,KATL 242352Z 23005KT 10SM FEW250 19/M02 A3006 RMK AO2 SLP179 T01891017 10228 20189 53004,1017.7999893029062,,,,,31.26977821358531,3.9999643430201464,FEW,,,,,,,,,ATL,66.0,24-02-2021 23:52,10.0,
14734,30.06,114.99589944731682,33.000035656979854,62.1,,,,,33.6301,-84.4418,KATL 250052Z 22005KT 10SM FEW250 17/M01 A3007 RMK AO2 SLP183 T01671011,1018.299992868604,,,,,35.93005134605099,1.4999465145302193,FEW,,,,,,,,,ATL,62.1,25-02-2021 00:52,10.0,
14737,30.075000178284895,109.99607773221608,33.000074879657696,61.0,,,,,33.6301,-84.4418,KATL 250152Z 23004KT 10SM CLR 16/M01 A3008 RMK AO2 SLP185 T01611011,1018.5,,,,,41.48025566054555,1.9999286860402923,CLR,,,,,,,,,ATL,61.0,25-02-2021 01:52,10.0,
14740,30.1,0.0,34.550051702620785,57.9,,,,,33.6301,-84.4418,KATL 250252Z 23004KT 10SM CLR 14/M01 A3010 RMK AO2 SLP191 T01441006 53014,1019.1,,,,,51.30010554466037,0.0,CLR,,,,,,,,,ATL,57.9,25-02-2021 02:52,10.0,
14743,30.11,0.0,34.550051702620785,57.0,,,,,33.6301,-84.4418,KATL 250352Z 24004KT 10SM CLR 14/00 A3012 RMK AO2 SLP195 T01390000,1019.4500017828489,,,,,56.34007487965769,0.0,CLR,,,,,,,,,ATL,57.0,25-02-2021 03:52,10.0,
14746,30.1050001782849,0.0,35.50005348546978,55.9,,,,,33.6301,-84.4418,KATL 250452Z 27005KT 10SM FEW060 13/M01 A3011 RMK AO2 SLP192 T01331006 402280056,1019.1499982171512,,,,,64.44013656623284,0.0,FEW,,,,,,,,,ATL,55.9,25-02-2021 04:52,10.0,
14749,30.0950001782849,0.0,35.50005348546978,55.9,,,,,33.6301,-84.4418,KATL 250552Z 25004KT 10SM FEW070 13/M01 A3010 RMK AO2 SLP188 T01331011 10189 20122 58001,1018.8500017828488,,,,,69.32023569263684,0.0,FEW,,,,,,,,,ATL,55.9,25-02-2021 05:52,10.0,
14752,30.069999999999997,109.99607773221608,36.95003387413086,52.0,,,,,33.6301,-84.4418,KATL 250652Z 21004KT 10SM FEW065 11/M01 A3008 RMK AO2 SLP183 T01111006,1018.0,,,,,73.27009770012481,1.9999286860402923,FEW,,,,,,,,,ATL,52.0,25-02-2021 06:52,10.0,
14755,30.075000178284895,0.0,35.50005348546978,53.1,,,,,33.6301,-84.4418,KATL 250752Z 23006KT 10SM SCT065 12/M01 A3008 RMK AO2 SLP182 T01171006,1018.2,,,,,69.32023569263684,0.0,SCT,,,,,,,,,ATL,53.1,25-02-2021 07:52,10.0,
14758,30.079999999999995,235.0005348546978,36.50001782848992,53.1,,,,,33.6301,-84.4418,KATL 250852Z 24005KT 10SM BKN060 BKN070 12/01 A3009 RMK AO2 SLP185 T01170006 55003,1018.3500017828488,,,,,70.6350975218399,3.0,BKN,BKN,,,6000.0,,,,,ATL,53.1,25-02-2021 08:52,10.0,
14761,30.085000178284897,215.00017828489928,35.54998395435907,53.1,,,,,33.6301,-84.4418,KATL 250952Z 24004KT 10SM SCT065 BKN080 12/03 A3009 RMK AO2 SLP187 T01170033,1018.550005348547,,,,,60.859924763772504,4.999964343020146,SCT,BKN,,,6000.0,8000.0,,,,ATL,53.1,25-02-2021 09:52,10.0,
14764,30.0950001782849,210.00071313959708,35.55001604564093,54.0,,,,,33.6301,-84.4418,KATL 251052Z 23004KT 10SM SCT060 BKN080 12/05 A3011 RMK AO2 SLP193 T01220050 $,1018.8500053485469,,,,,57.50512034230701,3.500017828489927,SCT,BKN,,,8500.0,,,,,ATL,54.0,25-02-2021 10:52,10.0,
14767,30.1250001782849,144.9948297379212,35.54998395435907,53.1,,,,,33.6301,-84.4418,KATL 251152Z 26006KT 10SM FEW065 FEW080 12/05 A3013 RMK AO2 SLP199 T01170050 10139 20106 53012,1019.8499982171509,,,,,61.86496059903725,1.9999286860402923,FEW,FEW,,,,,,,,ATL,53.1,25-02-2021 11:52,10.0,
14770,30.1450001782849,124.99554287751828,37.44998395435906,53.1,,,,,33.6301,-84.4418,KATL 251252Z 29008KT 10SM CLR 12/04 A3015 RMK AO2 SLP207 T01170044,1020.700003565698,,,,,65.56499803886611,1.9999286860402923,CLR,,,,,,,,,ATL,53.1,25-02-2021 12:52,10.0,
14773,30.170000000000005,,38.45001961133891,57.0,,,,,33.6301,-84.4418,KATL 251352Z 30009KT 10SM CLR 14/04 A3017 RMK AO2 SLP216 T01390039,1021.4000035656981,,,,,49.98497414868961,4.0,CLR,,,,,,,,,ATL,57.0,25-02-2021 13:52,10.0,
14776,30.1950001782849,310.0,38.90003565697985,61.0,,,,,33.6301,-84.4418,KATL 251452Z 32008KT 10SM CLR 16/04 A3020 RMK AO2 SLP225 T01610039 53024,1022.300003565698,,,,,43.95506115172045,8.0,CLR,,,,,,,,,ATL,61.0,25-02-2021 14:52,10.0,
14779,30.22249728071896,283.33491844595557,41.499919758920136,64.4,,,,,33.3899,-84.331,KHMP 251535Z AUTO 28006KT 10SM 18/05 A3024 RMK AO2 T01800054,1022.4500017828489,,,,,42.25738645887199,6.333586951352894,,,,,,,,,,HMP,64.4,25-02-2021 15:35,10.0,
14784,30.223996918643632,334.99821670589915,42.87995121185752,67.1,,,,,33.3899,-84.331,KHMP 251615Z AUTO 36006KT 10SM CLR 19/06 A3024 RMK AO2 T01950059,1022.4,,,,,40.85802864520179,6.3999771751380194,CLR,,,,,,,,,HMP,67.1,25-02-2021 16:15,10.0,
14790,30.201996604801778,244.00690452074923,41.93980085307921,69.3,,,,,33.3899,-84.331,KHMP 251715Z AUTO 29007KT 250V360 10SM CLR 21/06 A3023 RMK AO2 T02070060,1021.550005348547,,,,,36.29577240759497,6.4002054237578285,CLR,,,,,,,,,HMP,69.3,25-02-2021 17:15,10.0,
14796,30.171997175423332,242.00744661122127,40.97966732763663,71.4,15.0,,,,33.3899,-84.331,KHMP 251815Z AUTO 28007KT 10SM CLR 22/06 A3019 RMK AO2 T02190059,1020.6,,,,,33.29968558752621,7.200088446340176,CLR,,,,,,,,,HMP,71.4,25-02-2021 18:15,10.0,
14802,30.149997432203026,280.00784604630593,39.37940912138547,72.9,16.0,,,,33.3899,-84.331,KHMP 251915Z AUTO 36005KT 10SM CLR 23/06 A3017 RMK AO2 T02270060,1019.8,,,,,29.949377023923315,4.8002253955120615,CLR,,,,,,,,,HMP,72.9,25-02-2021 19:15,10.0,
14808,30.143997631920566,318.0008274012468,39.03945420048788,73.8,,,,,33.3899,-84.331,KHMP 252015Z AUTO 28007KT 10SM CLR 23/06 A3016 RMK AO2 T02320056,1019.7500017828489,,,,,29.08350033524016,6.200102711878914,CLR,,,,,,,,,HMP,73.8,25-02-2021 20:15,10.0,
14814,30.137997688982725,302.0010271187891,39.25960284740153,73.6,,,,,33.3899,-84.331,KHMP 252115Z AUTO 27005KT 10SM CLR 23/06 A3015 RMK AO2 T02310055,1019.4500017828489,,,,,29.37567226351303,7.400091299447924,CLR,,,,,,,,,HMP,73.6,25-02-2021 21:15,10.0,
14820,30.14199788870027,314.00077033909184,39.539673889784446,73.2,,,,,33.3899,-84.331,KHMP 252215Z AUTO 34005KT 10SM CLR 23/05 A3015 RMK AO2 T02290051,1019.7500017828489,,,,,31.63781837116079,5.4001340960641375,CLR,,,,,,,,,HMP,73.2,25-02-2021 22:15,10.0,
14826,30.159998716101512,332.00188305111345,41.15958002253955,69.1,,,,,33.3899,-84.331,KHMP 252315Z AUTO 31003KT 10SM CLR 21/06 A3016 RMK AO2 T02060056,1020.799996434302,,,,,41.369322101599174,3.5999800282457666,CLR,,,,7500.0,,,,,HMP,69.1,25-02-2021 23:15,10.0,
14832,30.17399820254212,136.0025107348179,42.09965334740867,60.6,,,,,33.3899,-84.331,KHMP 260015Z AUTO 33003KT 10SM CLR 16/07 A3018 RMK AO2 T01590066,1021.1499946514531,,,,,52.95103753263243,1.4000485028317093,CLR,,,,7500.0,,,,,HMP,60.6,26-02-2021 00:15,10.0,
14838,30.179997432203027,141.98233926304226,41.2396054151985,56.8,,,,,33.3899,-84.331,KHMP 260115Z AUTO 34003KT 10SM SCT075 14/06 A3019 RMK AO2 T01380063,1021.0999964343019,,,,,59.12674788513388,1.9999714689225239,SCT,,,,7500.0,,,,,HMP,56.8,26-02-2021 01:15,10.0,
14844,30.183997631920573,62.01415141442816,41.239662477353455,54.0,,,,,33.3899,-84.331,KHMP 260215Z AUTO 00000KT 10SM CLR 12/06 A3019 RMK AO2 T01220063,1021.200003565698,,,,,66.09683832864947,0.6001369491718854,CLR,,,,,,,,,HMP,54.0,26-02-2021 02:15,10.0,
14850,30.177997118361173,4.000627683704475,40.93970099430805,52.2,,,,,33.3899,-84.331,KHMP 260315Z AUTO 00000KT 10SM CLR 11/06 A3020 RMK AO2 T01120058,1021.0,,,,,71.51521961796887,0.6000941525556712,CLR,,,,,,,,,HMP,52.2,26-02-2021 03:15,10.0,
14856,30.15799697570579,0.0,40.719750638382855,47.5,,,,,33.3899,-84.331,KHMP 260415Z AUTO 00000KT 10SM CLR 09/06 A3019 RMK AO2 T00860057,1020.1499982171512,,,,,75.87866174981099,0.0,CLR,,,,7500.0,,,,,HMP,47.5,26-02-2021 04:15,10.0,
14862,30.145997375140873,0.0,40.8997275282101,47.8,,,,,33.3899,-84.331,KHMP 260515Z AUTO 00000KT 10SM BKN075 09/06 A3016 RMK AO2 T00880059,1019.700003565698,,,,,78.03277821366923,0.0,BKN,,,,7500.0,,,,,HMP,47.8,26-02-2021 05:15,10.0,
14868,30.14799768898272,0.0,41.09975891239532,45.1,,,,,33.3899,-84.331,KHMP 260615Z AUTO 00000KT 10SM CLR 07/05 A3016 RMK AO2 T00730055,1019.899996434302,,,,,81.68287051170486,0.0,CLR,,,,8250.1203616198,8000.0,,,,HMP,45.1,26-02-2021 06:15,10.0,
14874,30.129997432203027,0.0,43.21979343499907,48.2,,,,,33.3899,-84.331,KHMP 260715Z AUTO 00000KT 10SM OVC080 09/07 A3015 RMK AO2 T00900069,1019.1,,,,,80.96752977931212,0.0,OVC,,,,8400.084166678555,,,,,HMP,48.2,26-02-2021 07:15,10.0,
14880,30.11799640508424,0.0,42.83961397452174,50.2,,,,,33.3899,-84.331,KHMP 260815Z AUTO 00000KT 10SM SCT060 OVC090 10/07 A3014 RMK AO2 T01010074,1018.3500017828488,,,,,75.88298920098718,0.0,SCT,OVC,,,6500.092726001797,8800.08274012468,9000.0,,,HMP,50.2,26-02-2021 08:15,10.0,
14886,30.122000456497236,174.02145537026206,40.179598853050685,51.4,,,,,33.3899,-84.331,KHMP 260915Z AUTO 09003KT 10SM SCT060 BKN070 BKN100 11/07 A3012 RMK AO2 T01080067,1019.600003565698,,,,,62.38087433486926,3.6002082768655757,SCT,BKN,BKN,,5899.948644060543,8124.9554176474785,10000.0,,,HMP,51.4,26-02-2021 09:15,10.0,
