,alti,drct,dwpf,feel,mslp,relh,sknt,tmpf,valid,vsby,skyc1_CLR,skyc1_FEW,skyc1_OVC,skyc1_SCT,skyc1_VV 
5604,30.22599666186393,196.0113553688355,70.43974949713976,75.7,1021.400007131396,81.88693276651593,2.800168333357109,75.7,18-07-2021 15:15,10.0,0,0,0,1,0
5605,30.21399620536669,147.5051715528925,70.0997931496883,76.6,1020.900007131396,75.4271601592034,3.200216836188819,76.6,18-07-2021 16:15,10.0,1,0,0,0,0
5606,30.19399620536669,183.99948644060544,70.59980741522703,84.27,1020.200007131396,69.32157163440277,5.200102711878914,80.4,18-07-2021 17:15,10.0,1,0,0,0,0
5607,30.161995748869455,224.9975033882588,69.67992553388778,86.16,1018.9500053485468,64.66975520335525,5.199902994336581,82.2,18-07-2021 18:15,10.0,0,0,0,1,0
5608,30.135996661863928,216.004793221016,69.9798599124096,88.75,1018.300010697094,64.0321987474857,5.800039943508467,84.0,18-07-2021 19:15,10.0,0,0,0,1,0
5609,30.11666389291743,208.32873683459735,71.20030550866599,86.27,1018.000010697094,72.75022479256319,5.999607712607879,82.6,18-07-2021 20:15,9.833313520838782,0,0,0,1,0
5610,30.125996661863937,242.4997770922125,71.36001797457881,85.48,1017.900010697094,74.40002097034196,5.999671892609024,81.5,18-07-2021 21:15,10.0,0,0,0,1,0
5611,30.119996148304537,119.9977175138019,70.47990270902581,71.6,1017.800010697094,85.44444813763391,2.799982881353514,71.6,18-07-2021 22:15,9.000128389848642,0,0,0,1,0
5612,30.121997175423328,84.001198305254,71.69980884178091,74.7,1017.950008914245,86.42475313485212,1.600022824861981,74.7,18-07-2021 23:15,10.0,0,0,1,0,0
5613,30.119997601078868,270.00413656365674,71.11804766721129,77.0,1018.6500053485468,90.52970622941469,7.800318087481189,77.0,19-07-2021 00:09,6.886026932752405,0,0,0,1,0
5614,30.11999673948484,215.7141547114444,70.71423011085751,73.0,1018.000003565698,95.27426271600912,3.856904140854255,73.0,19-07-2021 01:00,8.285478480599934,0,0,0,1,0
5615,30.131997175423333,172.0050214696358,70.56000656214782,75.0,1018.500003565698,96.08184867116506,2.800025677969729,75.0,19-07-2021 02:10,10.0,0,1,0,0,0
5616,30.141996462146395,143.99292429278591,70.78004108475156,71.2,1018.500007131396,96.93977674431876,1.999971468922524,71.2,19-07-2021 03:15,10.0,1,0,0,0,0
5617,30.135996661863928,92.0013124295639,70.62006162712734,70.7,1018.250008914245,97.3417251315996,1.4000485028317091,70.7,19-07-2021 04:15,10.0,1,0,0,0,0
5618,30.108746066133527,177.49079497534925,71.01263829825172,70.7,1017.5500089142448,97.36863088074034,2.749890787843127,70.7,19-07-2021 05:15,10.0,0,0,0,0,0
5619,30.099996739484837,242.857433974568,70.71444815780893,70.0,1017.250008914245,97.60842639387025,3.571415471144441,70.0,19-07-2021 06:15,10.0,0,0,0,1,0
5620,30.09499661202316,170.01343303099108,70.53347439997147,70.0,1016.950008914245,97.76319539710654,2.3335314606340867,70.0,19-07-2021 07:15,10.0,0,0,1,0,0
5621,30.088745988160618,192.4945617288353,70.88762570430069,73.0,1017.000010697094,96.76848263319307,2.9999465088082164,73.0,19-07-2021 08:11,10.0,0,0,0,1,0
5622,30.09444135384225,223.3308767008218,70.90007845374795,72.0,1017.250012479943,96.60537035716268,4.44438897209741,72.0,19-07-2021 09:04,10.0,0,0,0,1,0
5623,30.094441468285407,231.1084255238216,70.75562652550163,73.0,1017.350008914245,96.6398169398041,3.888903857736077,73.0,19-07-2021 10:00,9.777760167369324,0,0,0,0,0
5624,30.104281929797743,194.28946966223444,70.65722859035101,73.0,1017.750008914245,95.71533761271589,2.7143919710632227,73.0,19-07-2021 11:00,8.71438178205716,0,0,0,0,0
5625,30.11999671892609,243.9980598867316,70.78004108475156,71.1,1018.000007131396,96.03170958216238,4.19998858756901,71.1,19-07-2021 12:15,8.59973751408722,0,0,0,1,0
5626,30.13399691864363,243.9996290959928,71.22003594915762,71.8,1018.4500053485468,95.95588539066176,4.199960056491533,71.8,19-07-2021 13:15,10.0,0,0,1,0,0
5627,30.125710734117884,232.8545519384584,71.38569565438891,73.9,1018.400007131396,92.88386244841816,3.999949054969688,73.9,19-07-2021 14:05,10.0,0,0,1,0,0
5628,30.13332992558427,238.3318275837474,71.79988350253204,74.3,1018.650008914245,91.52641758398518,4.833361070825705,74.3,19-07-2021 15:15,7.916270416775635,0,0,1,0,0
5629,30.11333051995911,164.9975036256865,71.98322911961198,73.0,1017.8500017828488,92.295080002853,2.8333848458191677,73.0,19-07-2021 16:04,8.49975036256865,0,0,0,1,0
5630,30.097996262428858,79.99885875690096,71.49994864406054,75.6,1017.100003565698,84.74982538980585,1.4000485028317091,75.6,19-07-2021 17:15,10.0,0,0,0,0,0
5631,30.074996017641254,171.98989999857343,71.38317185958321,79.7,1016.300003565698,77.10333317483149,4.166308056252303,79.7,19-07-2021 18:15,10.0,0,0,0,0,0
5632,30.04856792060646,129.98787475333444,71.0569591620476,85.17,1015.4500017828487,73.46413952967069,2.999775839582654,80.8,19-07-2021 19:15,10.0,0,0,0,1,0
5633,30.032496389151405,89.98555660562401,71.65000267470266,86.29,1014.900007131396,75.93311139245021,2.2496389151406,81.7,19-07-2021 20:15,10.0,0,0,0,1,0
5634,30.021997603560425,153.99477918521055,72.14007189318727,83.64,1015.0500089142448,87.19551837270342,3.799626269542394,80.1,19-07-2021 21:33,8.799897295446765,0,0,0,1,0
5635,30.01999548275124,204.99916787522884,71.5834193195597,73.6,1014.6500053485468,93.35305377903522,5.166543829200447,73.6,19-07-2021 22:15,8.0,0,0,0,1,0
5636,30.035997232485485,97.98741779483302,71.73996918643633,72.7,1015.1500053485468,94.5516312643547,2.3996918643632577,72.7,19-07-2021 23:15,9.799968615814777,0,0,0,1,0
5637,30.04166306079265,160.00463612372508,72.24995839376145,73.4,1015.350008914245,95.53631190413924,3.833242195858396,73.4,20-07-2021 00:15,10.0,0,0,1,0,0
5638,30.023074500768058,175.00175327029484,71.64607965766952,73.9,1015.300007131396,96.81912568575817,5.076991441737985,73.9,20-07-2021 01:00,7.3651264538073296,0,1,0,0,0
5639,30.04713930551027,199.99806406912293,71.3855396152592,72.0,1015.850008914245,96.59557863955006,4.142871698728399,72.0,20-07-2021 02:03,7.499729988588196,0,0,0,0,0
5640,30.039163600920027,174.1654730560987,70.9333739458091,71.1,1015.500007131396,97.74253130627552,3.666730061750774,71.1,20-07-2021 03:00,7.625079491492182,0,0,0,1,0
5641,30.036663021124337,143.34458696401612,70.83337454381189,72.0,1015.000007131396,98.04164727000392,2.833596842643335,72.0,20-07-2021 04:02,7.0836889718381855,0,0,0,1,0
5642,30.01099677631016,115.01076940632755,70.67998530796223,72.0,1014.6500053485468,97.89589856788292,2.2002039768350783,72.0,20-07-2021 05:08,10.0,0,0,0,1,0
5643,29.99624652307253,22.503209471507024,70.3499251123315,71.1,1013.900007131396,96.70853799657657,0.3750534911917837,71.1,20-07-2021 06:11,9.374928678410956,0,0,0,1,0
5644,29.98666360250417,126.65868927807274,70.51099770187811,72.0,1013.6500053485468,97.35877502179252,2.22206197004517,72.0,20-07-2021 07:06,9.222172913860051,0,0,0,1,0
5645,29.98499708752868,183.32390247381747,70.4665945483292,72.1,1013.400007131396,97.15153814148668,3.166498258461026,72.1,20-07-2021 08:15,7.666741955040953,0,0,0,0,0
5646,29.987996975705787,92.00316694959986,69.96000513559395,70.7,1013.6000071313958,97.11189831523986,1.8000542090472047,70.7,20-07-2021 09:15,9.599937231629552,0,0,0,1,0
5647,29.99599723248549,40.00912994479236,69.80002567796973,70.2,1013.900007131396,97.37786416354012,0.6001369491718854,70.2,20-07-2021 10:15,10.0,0,0,0,1,0
5648,30.001662941917687,35.00416062385583,69.96667221416514,71.1,1014.200003565698,97.36982525379806,0.5000594374836547,71.1,20-07-2021 11:14,5.749738475071919,0,0,0,0,0
5649,30.00713892709766,58.57078811961893,70.55713587039585,71.1,1014.400003565698,96.71555188751336,0.8571297569922054,71.1,20-07-2021 12:00,7.285445004839778,0,0,0,0,0
5650,30.02399691864364,203.998202542119,71.1799897288121,71.8,1014.800003565698,96.48183554686943,3.999871610151357,71.8,20-07-2021 13:15,8.999771751380191,0,0,1,0,0
5651,30.01832968783433,143.97945791726104,71.68328974584531,73.4,1014.7500053485468,91.36288450108177,2.333087658400894,73.4,20-07-2021 14:15,10.0,0,0,1,0,0
5652,30.02666302112433,231.9953209032939,71.79994531686498,75.0,1014.800010697094,86.26309934499115,4.000059438190226,75.0,20-07-2021 15:00,10.0,0,0,0,0,0
5653,30.02332960854008,224.99482887745037,72.4332711213609,77.0,1014.3500053485468,82.31977853330322,4.666765730317043,77.0,20-07-2021 16:00,10.0,0,0,0,0,0
5654,30.00499719163732,231.4249615357183,72.09991708643517,79.0,1014.2000106970938,75.2661397940534,4.9999821691258415,79.0,20-07-2021 17:00,10.0,0,1,0,0,0
5655,29.994442736234824,245.556075062605,71.63324404856246,79.0,1014.2499982171512,86.01218087298317,5.555559958157669,79.0,20-07-2021 18:02,5.666331188385583,0,0,0,1,0
5656,29.98999851416888,163.99159843665308,72.6416086201978,79.0,1014.050001782849,87.8452590100799,5.166763740966147,79.0,20-07-2021 19:02,6.91652006466337,0,1,0,0,0
5657,29.98110888342975,154.9797624991085,71.52230842380537,78.1,1013.800003565698,79.5428419050638,5.666685157302481,78.1,20-07-2021 20:03,10.0,0,0,0,0,0
5658,29.987998159916128,19.000720342911755,71.79005498855295,75.9,1014.000007131396,85.03674105455349,2.0,75.9,20-07-2021 21:00,9.299905142963103,0,0,0,1,0
5659,29.995712218780568,56.67114429043532,72.41423826214542,75.0,1014.1500017828492,88.40328456146072,3.285814721225954,75.0,20-07-2021 22:03,9.571384903814804,0,0,0,1,0
5660,30.00999655262595,59.99655262594803,72.44994175126602,77.2,1014.6,90.50699400870164,4.333265970851858,77.2,20-07-2021 23:15,10.0,0,0,0,0,0
5661,30.01999728954764,65.99509265467411,71.64004622034551,75.6,1014.700003565698,92.27835903507896,5.3995206778984,75.6,21-07-2021 00:15,10.0,0,0,0,1,0
5662,30.01571181121618,101.4317737202478,71.42860286925334,73.0,1014.7500017828488,94.32421533664818,3.4283705575480927,73.0,21-07-2021 01:15,10.0,0,0,0,1,0
5663,30.018747035643603,54.99456163186706,71.43753187240341,73.9,1014.900003565698,95.71870655992014,1.3749086175846512,73.9,21-07-2021 02:14,10.0,0,0,0,0,0
